directory,label_directory,image,classes
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--416-_jpg.rf.3ffec2bb255f553e89f5891730ddad55.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-96-_jpg.rf.42d28d59cf4145f4304455caa9a58940.jpg,"[4, 4, 4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_802_jpg.rf.a35ff2c4135c6fab4b78b064c9a2d629.jpg,"[9, 17, 5, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_426_jpg.rf.6e55715d667ab4248b2a54334dd864aa.jpg,"[17, 9, 10, 10, 5, 5, 15, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_749_jpg.rf.379e7c785d87049128bb14a1da3c6cd6.jpg,"[4, 2, 9, 11, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_167_jpg.rf.eac178555bbb4ff4a4d060ea9d9b9d04.jpg,"[10, 11, 15, 18, 4, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-265-_jpg.rf.96f6996c66bda3a4eb6a7bf1edc42b38.jpg,"[11, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-457-_jpg.rf.0364c8278773aa7cdda2c89d0cd35a63.jpg,"[17, 17, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,52_jpg.rf.2972690e6fa072c48e0ee779717d9590.jpg,"[4, 4, 4, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--155-_jpg.rf.ea56c8b70e7475227c14e7598763e18b.jpg,"[17, 17, 9, 9, 5, 5, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-278-_jpg.rf.a65641b50edce9f4356b307ea1f66ca5.jpg,"[11, 18, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-46_jpg.rf.8b88f7cd2a8b7448f0ec88f8440f3e0f.jpg,"[10, 4, 17, 13, 4, 4, 4, 17, 12, 5, 4, 17, 5, 7, 4, 13, 13, 13, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_560_jpg.rf.7520043a347adb3c8c41cf7523676f53.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_162_jpg.rf.2c186880ad1aaa55e4bf3444769eb469.jpg,"[4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,115_jpg.rf.975b1e3d8cfd7563e8605a76e4f70979.jpg,"[8, 5, 5, 10, 13, 13, 13, 13, 5, 5, 8, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_573_jpg.rf.d0bd10ef1be381cb0fc8ae0e7e0774dc.jpg,"[13, 5, 10, 10, 10, 17, 17, 5, 10, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-251_jpg.rf.f7d1b794cd5a366422a6ff1c7f751e4e.jpg,[10]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--492-_jpg.rf.0982b7ed2a5a6be479d224f989732c6f.jpg,"[18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_472_jpg.rf.2d862898b66c92b20367eda5adb458d6.jpg,"[5, 15, 7, 13, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-208_jpg.rf.e74cd4a0b98b3c30ab0f8b4d7308c941.jpg,"[2, 2, 13, 13, 13, 10, 2, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-104_jpg.rf.b30ef2fa8bb5e5c23aa034feda2aadde.jpg,"[2, 2]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_66_jpg.rf.70d1dd75d5d48b57c0402cc9c1143ccd.jpg,"[13, 4, 19, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--26-_jpg.rf.d4e5ab2afbfce0e50fe076d015f1829d.jpg,"[18, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 15, 9, 15, 10, 10, 10, 1, 5, 5, 5, 5, 19, 19, 5, 5, 17, 13, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 4, 5, 9, 9, 9, 9, 5, 5, 11, 4, 5, 15, 5, 5, 4, 4, 9, 4, 9, 17, 10, 15, 9, 17, 4, 9, 9, 5, 10, 10, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-299_jpg.rf.9a35c22d673e622510733c1800ab43ef.jpg,"[4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--33-_jpg.rf.c9a4e06ebab2ec35e9c66190963b807b.jpg,"[5, 15, 5, 3, 5, 5, 5, 5, 5, 15, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 17, 17, 17, 17, 17, 15, 9, 9, 19, 19, 9, 11, 19, 0, 15, 9, 7, 17, 9, 17, 11, 5, 1, 3, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_189_jpg.rf.853aac24f45afe35beeff8e5e77d8467.jpg,"[3, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_275_jpg.rf.f5b82f2f5116f2848014c6fe2d7ce299.jpg,"[15, 17, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,43_jpg.rf.879746d594f00a80272c68ac2474c530.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_695_jpg.rf.7d053b2ad14b586603cd4c3ceae3341e.jpg,"[15, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_365_jpg.rf.2704f0260c8fecbcca6b6ae27b8766af.jpg,"[7, 5, 13, 13, 11, 13, 18, 13, 18, 13, 18, 9, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-312_jpg.rf.a9ddef292e32d19006c63fab077f15e7.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--94-_jpg.rf.7309b5b7aa19f22c86a5de222a7ff0f0.jpg,"[15, 17, 5, 5, 9, 5, 5, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--15-_jpg.rf.1fd7032cac0a326b4d20605c3c7c182d.jpg,"[17, 17, 1, 15, 13, 13, 13, 13, 13, 13, 13, 13, 13, 5, 5, 15, 5, 15, 19, 5, 17, 9, 19, 5, 11, 7, 9, 9, 5, 5, 19, 11, 19, 9, 19, 0, 17, 17, 17, 19, 4, 4, 4, 4, 5, 5, 5, 9, 9, 19, 11, 19, 19, 18, 9, 15, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--540-_jpg.rf.a2ce51c94a321e79d09f4e59c2f88d0d.jpg,"[18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-184_jpg.rf.8e66849dae1f1814bf927a95657a237c.jpg,"[17, 18, 13, 11, 18, 18, 18, 11, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_537_JPG.rf.5224b4b18076615fc3853b72e6963040.jpg,"[13, 13, 13, 13, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_557_jpg.rf.794f1d6c280b4cbda85c8311e39eea56.jpg,"[4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--6-_jpg.rf.aaada0e833b3c19cd80cfb178bd87627.jpg,"[4, 5, 3, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_573_jpg.rf.689e9f588a711a90d5e97b9f4628be41.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-69-_jpg.rf.460295b83e107cb41153cebc14cf6851.jpg,"[13, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--458-_jpg.rf.f3b4ca355ef7584c9b832cfb6bae000c.jpg,"[13, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,129_jpg.rf.82eec6353c7a852393a3c4b5a1863d7b.jpg,"[3, 3, 13, 5, 5, 13, 5, 4, 4, 4, 4, 4, 4, 11, 13, 13, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_239_jpg.rf.fdb664e7b76353735ca17fda065bf02c.jpg,"[10, 10, 10, 10, 3, 5, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_567_jpg.rf.0cfebe564cbacc7469d3097820f77d85.jpg,"[4, 4, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-179-_jpg.rf.1bcb94cd30634c3fed0514deade4e724.jpg,"[10, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-64-_jpg.rf.b118f16eba39d1daad15263b035f6593.jpg,"[17, 13, 5, 4, 17, 17, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_165_jpg.rf.654210449c02ef512a1aaab9c6e3dfc8.jpg,"[17, 11, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-230_jpg.rf.d1f68a44038383e75eb470fe15d92b6a.jpg,"[10, 13, 10, 13, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_06_jpg.rf.72f4c46259f5cdad6059f6fce2ad22c3.jpg,"[4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 0, 5, 5, 11, 8, 5, 17, 17, 17, 10, 10, 10, 10, 10, 17, 17, 17, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-129_jpg.rf.de3734b6bdd23dd5dfa428eeae659612.jpg,"[18, 18, 19, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-168-_jpg.rf.bd288450829a70218246df013a0665e0.jpg,"[13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_415_jpg.rf.9d25a76a857773964063495a37a7f0e5.jpg,"[5, 10, 13, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--501-_jpg.rf.428fe414c015d7d9647f58de7d468537.jpg,"[18, 13, 13, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_226_jpg.rf.f139b839f026ba5aad1dd9376c19ff0e.jpg,"[4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-233_jpg.rf.dca68c0fec48aa061d42205dd4a2cb07.jpg,"[0, 2, 13, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--455-_jpg.rf.56e1515184519c85b7500c91132a3140.jpg,[18]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_617_JPG.rf.511162f2179d670548ae67dbec95f681.jpg,"[17, 13, 5, 3, 13, 4, 13, 13, 13, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_731_jpg.rf.7a8e104063210b7a62f2ae812c25f460.jpg,"[9, 5, 13, 13, 10, 13, 13, 5, 5, 4, 13, 5, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_281_jpg.rf.dca48a72a6b17a6cae2fff2e85470dba.jpg,"[11, 4, 4, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_532_jpg.rf.21837a1edb11d7555b550bfde479b741.jpg,"[17, 17, 10, 10, 17, 17, 3, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-416-_jpg.rf.850ebc08afadd3a23a4341da23332582.jpg,"[17, 16, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_664_jpg.rf.106e57cd3c59bc340632e55c06a2edf9.jpg,"[4, 10, 5, 5, 5, 9, 10, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-120-_jpg.rf.556dfcb956e096186913be6ef79f1808.jpg,"[13, 13, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_525_JPG.rf.5622468af522977f9ad9b37b3c39d2cd.jpg,"[5, 5, 5, 13, 13, 13, 13, 13, 5, 9]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-275_jpg.rf.2badbf0121e6a989b0437f880654ec9c.jpg,"[5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_669_jpg.rf.e6c00bfbbdbfb812272a2932e26962c7.jpg,"[10, 18, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_--32-_jpg.rf.25932601bbcdaa816ba0e4c1c500b11f.jpg,"[9, 10, 5, 9, 15, 11, 13, 15, 9, 14, 3, 3, 5, 5, 19, 15, 5, 5, 5, 9, 17, 5, 5, 19, 0, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_129_jpg.rf.ab7c2057320cd6a007ac7d53f8317148.jpg,"[18, 4, 4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_19_jpg.rf.db98487309ab50d8e422fe023111ddd9.jpg,"[9, 5, 5, 5, 15, 5, 17, 9, 5, 5, 5, 5, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,38_jpg.rf.7578b8f4eb3559cfe86d8b5d4f1b0376.jpg,"[4, 4, 5, 4, 4, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-88_jpg.rf.e2540400b5d0f7d82b6b237c6ba931c6.jpg,"[10, 10, 4, 4, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-203-_jpg.rf.3d14ff31da94aa1433f40519ca0c3760.jpg,"[18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_775_jpg.rf.60a8e2000442221bb48376fc7fceccce.jpg,"[17, 5, 5, 5, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-297-_JPG.rf.0b8771e3d76ca25f262df645ea0d6094.jpg,"[17, 5, 10, 10, 13, 11, 7]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-257_jpg.rf.05c623c655821e6813eb2b7fae5d471d.jpg,"[5, 5, 5, 13, 3, 10, 17]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--265-_jpg.rf.3f15ac87d38ebd5ac4b1b7f959e4b81f.jpg,"[15, 10, 10, 10, 10, 10, 10, 9, 4, 18, 5, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-477-_jpg.rf.b0c02aed08c5db931a591beb0a26c6bd.jpg,"[19, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_786_jpg.rf.16aff36af9f7d1d0e023733c2cacfda5.jpg,"[4, 3, 10, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-279-_jpg.rf.f2e5ff918977831d602373cf878ed53b.jpg,[18]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_762_jpg.rf.d1e3382e771c0d6ecebff37fdc0f985e.jpg,"[10, 10, 10, 17, 17, 17, 17, 17, 13, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_510_jpg.rf.fa832d63ea00a1728180b780b2fafa1c.jpg,"[4, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_517_jpg.rf.d4332d17cb9e4c19688632a643978e10.jpg,[4]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-428-_jpg.rf.13495c14b924cd570089379a2d9b004a.jpg,"[9, 3, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-342_jpg.rf.1fcb80f5cb5ede5c8f2c02524e81e0b0.jpg,"[18, 4, 15, 5, 18, 10, 18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-150-_jpg.rf.d3142693644d40f3536ce611c8cbd49a.jpg,"[4, 11, 3, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,101_jpg.rf.2737e79396d350c7eeb5bf867c346077.jpg,"[10, 13, 5, 17, 5, 17, 5, 13, 17, 17, 5, 5, 9, 17, 5, 13, 17, 13, 5, 10, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,234_jpg.rf.9088e9f6cdf1c6e0487c7eeb6bea47d1.jpg,"[17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 10, 10, 4, 15, 5, 15, 5, 5, 5, 5, 17, 4, 11, 11, 4, 11, 4, 11, 17, 17, 5, 17, 17, 4, 4, 4, 4, 17, 5, 5, 15, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,174_jpg.rf.1520f5f6fff5353729fca12b3ecb4e56.jpg,"[13, 13, 13, 13, 13, 13, 2, 2, 5, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-141_jpg.rf.b408b49e3720339928c414c3743b57cd.jpg,"[11, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_382_jpg.rf.61b3a2d5f91ae3769f1d21b2dc1c49f9.jpg,"[18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Asraf_56_jpg.rf.aa1554e6eefa7dd0a6edead553344d35.jpg,"[11, 11, 9, 9, 5, 4, 5, 5, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-290-_jpg.rf.d59929492fb8e9a6b2518d437fe70d9c.jpg,"[18, 4, 4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_418_jpg.rf.272e30ad9d83589cd43e7511eb79c158.jpg,"[4, 5, 5, 18, 15, 18, 18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-106-_jpg.rf.44b616bbae30844135ceae31cc441a47.jpg,"[5, 11, 13, 13, 13, 4, 5, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,35_jpg.rf.33ebfa0f6c2f129a6ad2eb623ae92b73.jpg,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 15, 17, 9, 17, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-169_jpg.rf.c945fa9e4eac52574f9baec2931ecb30.jpg,"[18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_424_jpg.rf.d0e3ccfdc4c2e0db01826fac0478a78f.jpg,"[17, 10, 10, 5, 10, 15, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_190_jpg.rf.0a690ff4ce7e56ed45c23345d8c84af0.jpg,"[19, 13, 10, 5, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_114_jpg.rf.ffc281108a66a07d642a3290f34758f9.jpg,"[5, 15, 5, 15, 17, 9, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_220_jpg.rf.b651aa6428cf010b17dc93202ee7a06b.jpg,"[10, 5, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,87_JPG.rf.43415ce34c903c012c0acecc1de7eb35.jpg,"[5, 5, 5, 5, 13, 13, 5, 9, 5, 17, 9, 4, 7, 15, 9, 15, 13, 13, 19, 10, 9, 13, 5, 15, 5, 5, 5, 11, 17, 5, 5, 19, 5, 7, 9, 5, 4, 5, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_360_jpg.rf.c5f83c682804a84112086be6c676d604.jpg,"[5, 5, 5, 5, 5, 13, 13, 13, 13, 13, 13, 13, 13, 2, 2, 2, 2, 19, 3, 18, 3, 13, 13, 2, 2, 2, 10, 10, 5, 5, 5, 19, 13, 13, 19]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-224_jpg.rf.8191e841aaec49b110f819a4a3e7e122.jpg,"[2, 10, 10, 10, 13, 13, 13, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-454-_jpg.rf.a632fe5b58b61d57512bb6845ca2d7e3.jpg,"[3, 5, 4, 9, 10]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--175-_jpg.rf.1b2e382666bd5f994d233a85590a8690.jpg,"[10, 10, 5, 5, 5, 5, 9, 9, 5, 19, 4, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_692_jpg.rf.062d9a0a0ad9808b30ad04c42d606e21.jpg,"[10, 10, 13, 17, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_632_jpg.rf.859b7b7bfee34d895b9026463b765663.jpg,[11]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-280_jpg.rf.d1b5c34b7597a38e68e73362bda26c28.jpg,"[13, 13, 10, 5, 13, 13, 13, 2, 9, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_345_jpg.rf.ed1a9bb44b7942b204ecc9fae36d912f.jpg,"[10, 10, 10, 17, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-63_jpg.rf.11125bf2ce670d213a3c5a09b0410121.jpg,"[10, 4, 15, 11]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--224-_jpg.rf.09a2a08d083a7c2d937e0917300f7eff.jpg,"[17, 17, 13, 13, 13, 10, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-225-_jpg.rf.b9222f0aa3cd7582af589a3c0d723ac8.jpg,"[18, 18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_13_jpg.rf.f6810008df2df6658b7949e5d37c826e.jpg,[7]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-124_jpg.rf.72ca4a259bb68c2fd8ab26d18aec9304.jpg,"[4, 4, 4, 11, 18, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--397-_jpg.rf.388e8db72077e9653424831a153a6b47.jpg,"[11, 4, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-72_jpg.rf.954a5f167a31677c31304a7c412cf64c.jpg,[10]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_355_JPG.rf.8f2701a9a9fd4beeaec606ff1e5890ea.jpg,"[17, 17, 10, 5, 19, 15, 4, 4, 10, 17, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-160_jpg.rf.86e2c328f69676a0e6a981687a307baf.jpg,"[4, 18, 18, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-57_jpg.rf.ba75ce00c3515850808539adf8259fbe.jpg,"[19, 5, 5, 5, 5, 17, 12, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_75_jpg.rf.7a2f177448f28b9a17350bbffabfd85f.jpg,"[17, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_576_jpg.rf.49c2851331f3e81f68d1368ee337f5c6.jpg,"[3, 10, 10, 10, 5, 17, 17, 13, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,124_jpg.rf.a0b15b3dd7ff027a849ac87774786146.jpg,"[4, 10, 11, 19, 4, 4, 5, 4, 4, 15, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_856_jpg.rf.c8e7da7b56126cdfb90afdc0b72a10ac.jpg,"[4, 4, 5, 17, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_363_jpg.rf.9c2cd36706a09dd7b11a946d9761f8f2.jpg,"[13, 5, 18, 18, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_506_jpg.rf.27bdea6916175545aa17786fe2a2243a.jpg,"[10, 9, 10, 5, 15, 13, 15, 4, 18, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--1-_jpg.rf.58182d2d8cd27cb3cad0fb1b620f0754.jpg,"[4, 4, 4, 4, 5, 4, 10, 4]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--25-_jpg.rf.12ab10f426cef1e5aade3da2a7b6a1fc.jpg,"[5, 5, 5, 11, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-486-_jpg.rf.9866f42a8ae7c9af302b413f30b9f2ff.jpg,"[13, 17, 13, 19, 17, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,29_jpg.rf.e8c7ac72e7ebf3631e69c68e6777b4b3.jpg,[9]
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_468_jpg.rf.c2060a0d10d2baa1fa691f8fe630743b.jpg,"[1, 1, 18]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_615_JPG.rf.afea46a40797ce20ffb80636605bd2b2.jpg,"[10, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-288_jpg.rf.1e6f4c33c14fd4a0f68937f14b98693d.jpg,"[4, 4, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_439_jpg.rf.38389eda18614024fa47f3edb5e72a9d.jpg,"[4, 18]"
archive/trafic_data/valid/images,archive/trafic_data/valid/labels,Pias--334-_jpg.rf.22e8a5e83faf2df54c5b7f49d26598c2.jpg,"[10, 10, 17, 4, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-278_jpg.rf.0b23e3189eaf99cdea27f8863b0ed365.jpg,"[13, 13, 13, 10, 10]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-147-_jpg.rf.ad5fc77d7e7cfb006f4aa86a087241f7.jpg,"[4, 13, 19, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-178-_jpg.rf.bdcf6d998bc6a72591be24fee505bf24.jpg,"[13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_620_JPG.rf.72e7f0ddd42c57f3e648c68a1608b6d0.jpg,"[20, 13, 20, 13, 15, 17, 13, 13, 20]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_-212_jpg.rf.b6463caca4509ca28ab1ba137ed676eb.jpg,"[5, 5, 10, 3, 10, 3, 3, 13, 2, 15]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-84-_jpg.rf.2853674d05ac938a20283c7580e2730a.jpg,"[13, 13, 13, 13, 13, 13, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-350-_jpg.rf.14761a1153b3ea13403a6a0b27a052b3.jpg,"[17, 5, 11, 4, 4, 5, 11]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-152-_jpg.rf.91fb96c9666006821c64a652870aceb6.jpg,"[13, 17, 13, 11, 11, 13, 11, 11, 11, 5, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_358_jpg.rf.74664dfc034ca6587b6a9a1ad45b4e6a.jpg,"[13, 13, 13, 13, 18, 13, 13, 13, 13, 13]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Numan_-411-_jpg.rf.a2abba9ff73f5f741bbff2945c5a9c87.jpg,"[10, 4, 10, 17, 9, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_821_jpg.rf.8fbb97c1c55c701269364e696a75e8ba.jpg,"[17, 5, 5, 5, 9, 11, 5, 3]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Dipto_656_jpg.rf.2ce30fd4c495bbcc9c2d31236bae3a77.jpg,"[10, 5, 5, 5]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Pias--522-_jpg.rf.37d65a14215643152eaeb5b975cef271.jpg,"[18, 4]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,Navid_588_JPG.rf.9433632efaf063d16d011fdc7258bd14.jpg,"[5, 13, 5, 13, 4, 5, 4, 17]"
archive/trafic_data/train/images,archive/trafic_data/train/labels,152_jpg.rf.2897b85800196503e29149303ec7c454.jpg,"[2, 11, 11]"
